strain,tempreture,strain_rate,flow_stress
1.229718054,-40,0.003,220.528411
1.229917589,-40,0.003,220.5762479
1.230031628,-40,0.003,220.6004463
1.230231225,-40,0.003,220.6141403
1.230430863,-40,0.003,220.634095
1.230516435,-40,0.003,220.6304507
1.230687599,-40,0.003,220.629439
1.230801725,-40,0.003,220.6278288
1.231001477,-40,0.003,220.6304548
1.231201268,-40,0.003,220.6356955
1.231286906,-40,0.003,220.6320151
1.231515307,-40,0.003,220.6303551
1.231715202,-40,0.003,220.6507488
1.231829445,-40,0.003,220.6527609
1.232000834,-40,0.003,220.6238522
1.232172253,-40,0.003,220.6227126
1.232257974,-40,0.003,220.6184053
1.232458016,-40,0.003,220.6235421
1.232543761,-40,0.003,220.6286641
1.232743861,-40,0.003,220.6306395
1.232944001,-40,0.003,220.6294339
1.233058385,-40,0.003,220.6319778
1.233287192,-40,0.003,220.6301672
1.233458831,-40,0.003,220.6289194
1.233573274,-40,0.003,220.6251344
1.233744963,-40,0.003,220.6169701
1.233945303,-40,0.003,220.6219894
1.234031176,-40,0.003,220.6390406
1.234231574,-40,0.003,220.644033
1.234317471,-40,0.003,220.6426953
1.234546566,-40,0.003,220.6445989
1.234775713,-40,0.003,220.6432361
1.234861657,-40,0.003,220.6457072
1.235062222,-40,0.003,220.6588394
1.235262826,-40,0.003,220.6511079
1.235348812,-40,0.003,220.6529777
1.235520806,-40,0.003,220.651541
1.235692829,-40,0.003,220.650087
1.235778852,-40,0.003,220.6519375
1.2359796,-40,0.003,220.6567844
1.236094332,-40,0.003,220.6616165
1.236323835,-40,0.003,220.6634489
1.236524692,-40,0.003,220.6619302
1.236610787,-40,0.003,220.6579996
1.236811702,-40,0.003,220.649546
1.236983948,-40,0.003,220.6479826
1.237070082,-40,0.003,220.6503608
1.23727109,-40,0.003,220.6481947
1.237472138,-40,0.003,220.6315582
1.237587041,-40,0.003,220.6339192
1.237788153,-40,0.003,220.6317167
1.237903092,-40,0.003,220.6514298
1.23813301,-40,0.003,220.6468537
1.238334232,-40,0.003,220.6451808
1.238420482,-40,0.003,220.6411678
1.238593005,-40,0.003,220.6325501
1.238765558,-40,0.003,220.6308326
1.238851845,-40,0.003,220.6331391
1.239053211,-40,0.003,220.6584962
1.239254618,-40,0.003,220.66308
1.239340948,-40,0.003,220.6653664
1.239571197,-40,0.003,220.6630034
1.239686341,-40,0.003,220.6611996
1.239887876,-40,0.003,220.6628903
1.240089451,-40,0.003,220.6547101
1.240175853,-40,0.003,220.6506127
1.240348679,-40,0.003,220.6481805
1.240550347,-40,0.003,220.646307
1.240665604,-40,0.003,220.6485414
1.240867336,-40,0.003,220.6524236
1.241069109,-40,0.003,220.6505092
1.241184426,-40,0.003,220.6463664
1.241386263,-40,0.003,220.6438504
1.241501616,-40,0.003,220.6418925
1.241674672,-40,0.003,220.6377265
1.241876607,-40,0.003,220.6351674
1.241934311,-40,0.003,220.6309874
1.242136299,-40,0.003,220.6353411
1.242309464,-40,0.003,220.63274
1.242424924,-40,0.003,220.6412695
1.242627011,-40,0.003,220.6392192
1.242829139,-40,0.003,220.6429459
1.24294466,-40,0.003,220.6387218
1.243146852,-40,0.003,220.6573008
1.243233518,-40,0.003,220.655187
1.243435769,-40,0.003,220.6509372
1.243609159,-40,0.003,220.6482231
1.24372477,-40,0.003,220.6503339
1.24392712,-40,0.003,220.6481687
1.244129511,-40,0.003,220.6517897
1.244245181,-40,0.003,220.6475039
1.244476562,-40,0.003,220.644723
1.244679065,-40,0.003,220.6637122
1.244794799,-40,0.003,220.6594007
1.244968425,-40,0.003,220.6501898
1.245055249,-40,0.003,220.6479164
1.245228921,-40,0.003,220.6223814
1.245431576,-40,0.003,220.6258979
1.24551844,-40,0.003,220.6279372
1.245721154,-40,0.003,220.6320046
1.245923908,-40,0.003,220.6290967
1.246039786,-40,0.003,220.631117
1.246242606,-40,0.003,220.6287567
1.246445466,-40,0.003,220.6046311
1.246532419,-40,0.003,220.6002426
1.246706347,-40,0.003,220.5978431
1.246793322,-40,0.003,220.5948544
1.246996294,-40,0.003,220.5968368
1.247199308,-40,0.003,220.6007904
1.247315334,-40,0.003,220.6027617
1.247518412,-40,0.003,220.6208774
1.247779573,-40,0.003,220.6178189
1.247866642,-40,0.003,220.6133692
1.248069832,-40,0.003,220.610856
1.248244028,-40,0.003,220.5949502
1.248331137,-40,0.003,220.5968787
1.248505378,-40,0.003,220.5943208
1.248621556,-40,0.003,220.6187065
1.2488249,-40,0.003,220.6206142
1.248999227,-40,0.003,220.6238477
1.249115462,-40,0.003,220.6193363
1.249318906,-40,0.003,220.5955937
1.249522392,-40,0.003,220.5993626
1.249638687,-40,0.003,220.5942605
1.249813157,-40,0.003,220.5915943
1.250016743,-40,0.003,220.5889111
1.250104007,-40,0.003,220.5632589
1.250278557,-40,0.003,220.5663977
1.250394941,-40,0.003,220.5636765
1.25062775,-40,0.003,220.5649476
1.250831502,-40,0.003,220.5686186
1.25094795,-40,0.003,220.5640307
1.251151767,-40,0.003,220.5542706
1.251355626,-40,0.003,220.5514809
1.251443007,-40,0.003,220.5468691
1.251617791,-40,0.003,220.564549
1.251821745,-40,0.003,220.5617116
1.251909166,-40,0.003,220.5634988
1.252084032,-40,0.003,220.566493
1.252200627,-40,0.003,220.5636146
1.252433856,-40,0.003,220.5648139
1.252637976,-40,0.003,220.5683394
1.252725469,-40,0.003,220.5636671
1.252929649,-40,0.003,220.5537392
1.253133871,-40,0.003,220.5507923
1.253221407,-40,0.003,220.5525287
1.253396502,-40,0.003,220.5489884
1.253600819,-40,0.003,220.5459993
1.253688397,-40,0.003,220.5477161
1.253921973,-40,0.003,220.5295526
1.254038782,-40,0.003,220.5265268
1.254272441,-40,0.003,220.5282265
1.254476936,-40,0.003,220.5181686
1.25456459,-40,0.003,220.5134162
1.254769146,-40,0.003,220.5038967
1.254944513,-40,0.003,220.5002325
1.255032208,-40,0.003,220.5018991
1.255236859,-40,0.003,220.4987773
1.255441553,-40,0.003,220.5015165
1.255529291,-40,0.003,220.5031642
1.255734044,-40,0.003,220.5000013
1.255851065,-40,0.003,220.4962545
1.256055884,-40,0.003,220.4978826
1.256260745,-40,0.003,220.4946775
1.256348556,-40,0.003,220.4892765
1.256553477,-40,0.003,220.5070075
1.256729157,-40,0.003,220.5031883
1.256817008,-40,0.003,220.5047828
1.257022025,-40,0.003,220.501505
1.257227085,-40,0.003,220.5041008
1.25734428,-40,0.003,220.5056763
1.257578712,-40,0.003,220.5023575
1.257666639,-40,0.003,220.4984557
1.25787183,-40,0.003,220.5144863
1.258077063,-40,0.003,220.5040916
1.258165033,-40,0.003,220.5056329
1.258340997,-40,0.003,220.5022401
1.258546327,-40,0.003,220.4982648
1.258634338,-40,0.003,220.4788684
1.258839728,-40,0.003,220.4819044
1.259074511,-40,0.003,220.4778926
1.259191923,-40,0.003,220.4793972
1.259397428,-40,0.003,220.4759255
1.259485514,-40,0.003,220.4654009
1.259691079,-40,0.003,220.4604137
1.259867311,-40,0.003,220.4568973
1.259984817,-40,0.003,220.4583694
1.260161101,-40,0.003,220.4542635
1.260366805,-40,0.003,220.4571808
1.260484369,-40,0.003,220.4515931
1.260690139,-40,0.003,220.4544872
1.260925357,-40,0.003,220.4508877
1.261013578,-40,0.003,220.4452777
1.261219457,-40,0.003,220.4416519
1.261307704,-40,0.003,220.431527
1.261484222,-40,0.003,220.432376
1.261690198,-40,0.003,220.4495611
1.261778486,-40,0.003,220.4503968
1.261984523,-40,0.003,220.4531845
1.262190603,-40,0.003,220.44947
1.262278935,-40,0.003,220.450287
1.262514527,-40,0.003,220.4465474
1.262720716,-40,0.003,220.4427907
1.262838557,-40,0.003,220.4435885
1.263015345,-40,0.003,220.4333144
1.263103751,-40,0.003,220.4295143
1.263310061,-40,0.003,220.423798
1.263516413,-40,0.003,220.4264669
1.263604863,-40,0.003,220.4277959
1.263811277,-40,0.003,220.4233831
1.264017733,-40,0.003,220.4195157
1.264165228,-40,0.003,220.4208251
1.264371757,-40,0.003,220.4163704
1.264548816,-40,0.003,220.4124608
1.264637357,-40,0.003,220.4007464
1.264843984,-40,0.003,220.3962474
1.264932552,-40,0.003,220.3987976
1.26513924,-40,0.003,220.3995055
1.265316435,-40,0.003,220.3955275
1.265405044,-40,0.003,220.3967855
1.265641374,-40,0.003,220.3922208
1.265848208,-40,0.003,220.415479
1.265966418,-40,0.003,220.4167162
1.26617332,-40,0.003,220.4055947
1.266350698,-40,0.003,220.4015279
1.266439399,-40,0.003,220.3956703
1.266646399,-40,0.003,220.3915772
1.266735126,-40,0.003,220.3939831
1.266942187,-40,0.003,220.3946198
1.26717888,-40,0.003,220.3904858
1.267267655,-40,0.003,220.3916716
1.267504425,-40,0.003,220.3869521
1.267711645,-40,0.003,220.3762548
1.267830076,-40,0.003,220.3774205
1.268007749,-40,0.003,220.366135
1.268185453,-40,0.003,220.3619141
1.268274317,-40,0.003,220.3565348
1.268452068,-40,0.003,220.3375404
1.268570586,-40,0.003,220.3398081
1.268778028,-40,0.003,220.3409364
1.269015156,-40,0.003,220.3426224
1.269104094,-40,0.003,220.3372108
1.269341299,-40,0.003,220.332903
1.269519241,-40,0.003,220.3421798
1.269637886,-40,0.003,220.3432745
1.26981588,-40,0.003,220.3318261
1.270023579,-40,0.003,220.3339873
1.270112607,-40,0.003,220.3285268
1.270320368,-40,0.003,220.3301059
1.270439108,-40,0.003,220.3256911
1.270646938,-40,0.003,220.3267466
1.27088451,-40,0.003,220.3217482
1.271003317,-40,0.003,220.3162516
1.271181554,-40,0.003,220.332444
1.271359823,-40,0.003,220.3208546
1.271448969,-40,0.003,220.3153317
1.271657009,-40,0.003,220.3168039
1.271835362,-40,0.003,220.3188196
1.271954283,-40,0.003,220.3198218
1.27213269,-40,0.003,220.3147092
1.272251645,-40,0.003,220.3166869
1.272459851,-40,0.003,220.3111199
1.272697855,-40,0.003,220.3125168
1.27278712,-40,0.003,220.3069364
1.272995438,-40,0.003,220.2816931
1.273174031,-40,0.003,220.269947
1.273263339,-40,0.003,220.2708997
1.273471756,-40,0.003,220.2662385
1.273680217,-40,0.003,220.26756
1.273799357,-40,0.003,220.2684938
1.274037679,-40,0.003,220.2843919
1.274127064,-40,0.003,220.2791115
1.274365465,-40,0.003,220.2734626
1.274574112,-40,0.003,220.2621502
1.274663545,-40,0.003,220.2624933
1.274842436,-40,0.003,220.2511528
1.275051182,-40,0.003,220.2663796
1.275140658,-40,0.003,220.2672571
1.275319635,-40,0.003,220.269001
1.275528481,-40,0.003,220.2636052
1.275647841,-40,0.003,220.2644638
1.275886604,-40,0.003,220.2661698
1.275976155,-40,0.003,220.2607332
1.276185138,-40,0.003,220.255
1.276364302,-40,0.003,220.2429634
1.276453895,-40,0.003,220.2437901
1.276662979,-40,0.003,220.2388567
1.276872106,-40,0.003,220.2199423
1.276961745,-40,0.003,220.2201968
1.277200822,-40,0.003,220.2152266
1.277410061,-40,0.003,220.2102393
1.277529646,-40,0.003,220.2104745
1.277768859,-40,0.003,220.2194045
1.277858579,-40,0.003,220.2138148
1.278038042,-40,0.003,220.2079991
1.278217538,-40,0.003,220.1963527
1.278307298,-40,0.003,220.1965535
1.278516769,-40,0.003,220.1980528
1.278726284,-40,0.003,220.1995374
1.278816089,-40,0.003,220.220221
1.279025667,-40,0.003,220.2150894
1.279265238,-40,0.003,220.2093868
1.279355092,-40,0.003,220.2101022
1.279564783,-40,0.003,220.2049284
1.279654664,-40,0.003,220.1925891
1.279864418,-40,0.003,220.1932843
1.280044241,-40,0.003,220.188067
1.280164142,-40,0.003,220.1881972
1.280374002,-40,0.003,220.1829549
1.280583907,-40,0.003,220.1842951
1.280703872,-40,0.003,220.1778064
1.280943846,-40,0.003,220.1725219
1.28115387,-40,0.003,220.1666674
1.281243894,-40,0.003,220.1607085
1.281423966,-40,0.003,220.1487761
1.281514014,-40,0.003,220.1428773
1.281724158,-40,0.003,220.1435009
1.281934346,-40,0.003,220.1447371
1.28202444,-40,0.003,220.1453497
1.282234691,-40,0.003,220.1394022
1.282444987,-40,0.003,220.1339899
1.282565175,-40,0.003,220.1340308
1.28277554,-40,0.003,220.1285935
1.28298595,-40,0.003,220.1231389
1.283076139,-40,0.003,220.1165463
1.283256541,-40,0.003,220.1110655
1.283346754,-40,0.003,220.1055675
1.283587363,-40,0.003,220.1055693
1.283797943,-40,0.003,220.1066648
1.283888205,-40,0.003,220.1072071
1.284128944,-40,0.003,220.0944885
1.284339639,-40,0.003,220.0889233
1.284460055,-40,0.003,220.1092812
1.284670819,-40,0.003,220.0970626
1.284851509,-40,0.003,220.0914497
1.284941867,-40,0.003,220.0847731
1.285122606,-40,0.003,220.0791339
1.285243117,-40,0.003,220.0801058
1.285423911,-40,0.003,220.0800358
1.28566502,-40,0.003,220.0809857
1.285755451,-40,0.003,220.0748244
1.28599664,-40,0.003,220.0752009
1.28617757,-40,0.003,220.0628465
1.286298208,-40,0.003,220.0429469
1.286479193,-40,0.003,220.0300194
1.286690383,-40,0.003,220.0308935
1.286780906,-40,0.003,220.0246887
1.28699216,-40,0.003,220.0249899
1.287082711,-40,0.003,220.0191874
1.28732422,-40,0.003,220.0195993
1.287535589,-40,0.003,220.0132223
1.287656391,-40,0.003,220.0136226
1.28786783,-40,0.003,220.0011276
1.288079314,-40,0.003,220.0150201
1.288139746,-40,0.003,220.0087536
1.288351287,-40,0.003,220.0023031
1.288532643,-40,0.003,219.9963844
1.288653566,-40,0.003,220.0033903
1.288834977,-40,0.003,220.0171952
1.288955937,-40,0.003,220.017882
1.289197899,-40,0.003,220.0110201
1.289409664,-40,0.003,220.0116837
1.289530693,-40,0.003,220.0053567
1.289742528,-40,0.003,219.9921399
1.289924137,-40,0.003,219.9861074
1.290014954,-40,0.003,219.9797565
1.290226892,-40,0.003,219.9731498
1.290438875,-40,0.003,219.9737327
1.290529739,-40,0.003,219.9740186
1.290772083,-40,0.003,219.9673713
1.290862977,-40,0.003,219.9612544
1.291105401,-40,0.003,219.9615207
1.29131757,-40,0.003,219.9481677
1.291408514,-40,0.003,219.9484218
1.291590426,-40,0.003,219.935588
1.291772371,-40,0.003,219.9288543
1.291893686,-40,0.003,219.9290883
1.292075686,-40,0.003,219.9295451
1.292288061,-40,0.003,219.9294405
1.292409439,-40,0.003,219.9229857
1.292621885,-40,0.003,219.9228581
1.292743303,-40,0.003,219.9165895
1.292955821,-40,0.003,219.910112
1.293168383,-40,0.003,219.9032709
1.293259495,-40,0.003,219.9169865
1.293441744,-40,0.003,219.910661
1.29365441,-40,0.003,219.9037724
1.293745566,-40,0.003,219.9039341
1.29398869,-40,0.003,219.9037008
1.294201472,-40,0.003,219.8973173
1.294323083,-40,0.003,219.8974601
1.294535936,-40,0.003,219.8838227
1.294657587,-40,0.003,219.8773957
1.294840091,-40,0.003,219.8708333
1.295053054,-40,0.003,219.8638347
1.295144338,-40,0.003,219.8572582
1.295326931,-40,0.003,219.8574667
1.295539998,-40,0.003,219.8504262
1.295631326,-40,0.003,219.850517
1.295844458,-40,0.003,219.8506876
1.296088093,-40,0.003,219.8436064
1.296179472,-40,0.003,219.8436782
1.296392721,-40,0.003,219.8371166
1.296514597,-40,0.003,219.8232981
1.296697441,-40,0.003,219.8233497
1.2969108,-40,0.003,219.8167447
1.297002254,-40,0.003,219.8095428
1.297215678,-40,0.003,219.8096105
1.297429148,-40,0.003,219.8024194
1.297551151,-40,0.003,219.8024399
1.297795203,-40,0.003,219.7957676
1.298008796,-40,0.003,219.8086472
1.29810035,-40,0.003,219.8019417
1.298314009,-40,0.003,219.7885159
1.298405591,-40,0.003,219.7812343
1.298588781,-40,0.003,219.7812125
1.298772004,-40,0.003,219.7739059
1.298894171,-40,0.003,219.7738725
1.29907745,-40,0.003,219.7737947
1.299321874,-40,0.003,219.7731593
1.299413548,-40,0.003,219.7663951
1.299658054,-40,0.003,219.7662794
1.299872046,-40,0.003,219.7521765
1.299994348,-40,0.003,219.7521045
1.300177829,-40,0.003,219.7385161
1.300269582,-40,0.003,219.7310838
1.300483705,-40,0.003,219.7242731
1.300697874,-40,0.003,219.7240766
1.300820276,-40,0.003,219.7234307
1.301034517,-40,0.003,219.7164906
1.30127942,-40,0.003,219.7095333
1.301371274,-40,0.003,219.7021447
1.301585633,-40,0.003,219.6951611
1.301800038,-40,0.003,219.7009284
1.301861305,-40,0.003,219.7007824
1.302045129,-40,0.003,219.6937511
1.302167696,-40,0.003,219.6861614
1.302351576,-40,0.003,219.6927261
1.302566146,-40,0.003,219.7118641
1.302688777,-40,0.003,219.7049538
1.302903419,-40,0.003,219.704586
1.303118107,-40,0.003,219.6969276
1.303240806,-40,0.003,219.6899946
1.303424883,-40,0.003,219.6828508
1.303639683,-40,0.003,219.6751493
1.303731754,-40,0.003,219.6681931
1.30394662,-40,0.003,219.6677457
1.304038719,-40,0.003,219.6600023
1.304284359,-40,0.003,219.6597652
1.304499343,-40,0.003,219.652537
1.304622212,-40,0.003,219.6517482
1.304867996,-40,0.003,219.6377501
1.305083106,-40,0.003,219.6304784
1.30517531,-40,0.003,219.6229232
1.305359744,-40,0.003,219.6088774
1.305544211,-40,0.003,219.6010216
1.305667209,-40,0.003,219.6007319
1.305851733,-40,0.003,219.6001414
1.305944008,-40,0.003,219.598997
1.306190117,-40,0.003,219.5919362
1.306405511,-40,0.003,219.5913078
1.306528615,-40,0.003,219.5909881
1.306744082,-40,0.003,219.5762872
1.306928806,-40,0.003,219.5688626
1.30702118,-40,0.003,219.5617651
1.307236754,-40,0.003,219.5737018
1.307421568,-40,0.003,219.5724517
1.307544797,-40,0.003,219.5720904
1.307760483,-40,0.003,219.5645943
1.307883754,-40,0.003,219.5633066
1.30813034,-40,0.003,219.556162
1.308346153,-40,0.003,219.5685296
1.308438659,-40,0.003,219.5608306
1.308654538,-40,0.003,219.5464937
1.308839615,-40,0.003,219.5383688
1.308932166,-40,0.003,219.5379537
1.309148152,-40,0.003,219.5303414
1.30933332,-40,0.003,219.5289467
1.309425917,-40,0.003,219.5285126
1.309672884,-40,0.003,219.5208593
1.30979639,-40,0.003,219.519427
1.310012563,-40,0.003,219.518974
1.310228783,-40,0.003,219.4846347
1.310321462,-40,0.003,219.4773941
1.310537749,-40,0.003,219.4691397
1.310723174,-40,0.003,219.4614051
1.31084681,-40,0.003,219.4609214
1.311032293,-40,0.003,219.4526251
1.311279657,-40,0.003,219.4516309
1.311372435,-40,0.003,219.444345
1.311619883,-40,0.003,219.4626321
1.31174363,-40,0.003,219.4480237
1.311960224,-40,0.003,219.446963
1.312145914,-40,0.003,219.4323265
1.312238771,-40,0.003,219.4250009
1.312455473,-40,0.003,219.4165892
1.312641254,-40,0.003,219.4154873
1.312734158,-40,0.003,219.4149308
1.312950967,-40,0.003,219.4262911
1.313198806,-40,0.003,219.4251476
1.313291762,-40,0.003,219.4047631
1.313508691,-40,0.003,219.3962699
1.313632672,-40,0.003,219.3814976
1.313849676,-40,0.003,219.380367
1.314035717,-40,0.003,219.3723657
1.31412875,-40,0.003,219.3649588
1.314345862,-40,0.003,219.3563964
1.31456302,-40,0.003,219.3551538
1.314656103,-40,0.003,219.354527
1.314904365,-40,0.003,219.3459239
1.315152689,-40,0.003,219.3378382
1.315276874,-40,0.003,219.3371918
1.31546318,-40,0.003,219.3217398
1.315587404,-40,0.003,219.3068024
1.315773768,-40,0.003,219.2993264
1.315960167,-40,0.003,219.2974458
1.31605338,-40,0.003,219.2899564
1.31627091,-40,0.003,219.3077999
1.316488487,-40,0.003,219.3064117
1.316612838,-40,0.003,219.3057121
1.316830489,-40,0.003,219.2969528
1.317048188,-40,0.003,219.2887099
1.317172609,-40,0.003,219.2811734
1.317359269,-40,0.003,219.272371
1.317452612,-40,0.003,219.2640847
1.317670447,-40,0.003,219.2565248
1.3178572,-40,0.003,219.2742167
1.317950589,-40,0.003,219.25375
1.318199671,-40,0.003,219.2454135
1.318448814,-40,0.003,219.2433519
1.318542259,-40,0.003,219.2425819
1.318791488,-40,0.003,219.2465447
1.318978451,-40,0.003,219.2313163
1.319071945,-40,0.003,219.2305237
1.319290132,-40,0.003,219.214735
1.319477188,-40,0.003,219.2131217
1.319570729,-40,0.003,219.2123095
1.319789025,-40,0.003,219.203309
1.319913788,-40,0.003,219.2016578
1.320132159,-40,0.003,219.2008266
1.320381784,-40,0.003,219.1917854
1.32047541,-40,0.003,219.1841058
1.320693904,-40,0.003,219.1750385
1.320912446,-40,0.003,219.1596462
1.321006121,-40,0.003,219.1587827
1.321193498,-40,0.003,219.1496722
1.321412149,-40,0.003,219.1607217
1.321505871,-40,0.003,219.1598367
1.32175584,-40,0.003,219.1575249
1.321849594,-40,0.003,219.1488833
1.322099649,-40,0.003,219.1474487
1.322318498,-40,0.003,219.1319341
1.322443576,-40,0.003,219.1310179
1.322631223,-40,0.003,219.1149448
1.322818905,-40,0.003,219.1062334
1.322912759,-40,0.003,219.0984455
1.323131786,-40,0.003,219.0960305
1.323350861,-40,0.003,219.0745225
1.323444765,-40,0.003,219.073569
1.323663909,-40,0.003,219.0647958
1.323789156,-40,0.003,219.0554757
1.324039696,-40,0.003,219.0545027
1.324227642,-40,0.003,219.0451577
1.32435296,-40,0.003,219.0373142
1.324540965,-40,0.003,219.0216125
1.324729005,-40,0.003,219.0190845
1.324854386,-40,0.003,219.0307961
1.325073838,-40,0.003,219.0287705
1.32529334,-40,0.003,219.0262011
1.32541879,-40,0.003,219.0183099
1.325669739,-40,0.003,219.0088508
1.325763861,-40,0.003,219.0194633
1.325983514,-40,0.003,219.0115464
1.326171826,-40,0.003,218.9951694
1.326265995,-40,0.003,218.9941088
1.326485758,-40,0.003,218.9851044
1.326674165,-40,0.003,218.9824282
1.326768382,-40,0.003,218.9813487
1.32701967,-40,0.003,218.9717753
1.327239598,-40,0.003,218.9891225
1.327333868,-40,0.003,218.9880221
1.327585298,-40,0.003,218.9519985
1.327679601,-40,0.003,218.9428939
1.327899675,-40,0.003,218.9417753
1.328088348,-40,0.003,218.9252366
1.32821415,-40,0.003,218.9241057
1.328402883,-40,0.003,218.9149497
1.328623116,-40,0.003,218.9121338
1.328748985,-40,0.003,218.9040989
1.328969295,-40,0.003,218.9017869
1.329221136,-40,0.003,218.8920458
1.329315593,-40,0.003,218.8839883
1.329536027,-40,0.003,218.8747478
1.329630514,-40,0.003,218.858073
1.329819514,-40,0.003,218.8568828
1.33004006,-40,0.003,218.8475989
1.330134594,-40,0.003,218.8458707
1.330355209,-40,0.003,218.8629276
1.330575872,-40,0.003,218.8530723
1.330701988,-40,0.003,218.8518497
1.330922728,-40,0.003,218.8424955
1.331143517,-40,0.003,218.8325982
1.331269704,-40,0.003,218.8244563
1.331459014,-40,0.003,218.8150587
1.331679921,-40,0.003,218.8051183
1.331774611,-40,0.003,218.7969531
1.331995588,-40,0.003,218.7938906
1.332090307,-40,0.003,218.7844337
1.332342936,-40,0.003,218.7831517
1.332564039,-40,0.003,218.7731445
1.332690405,-40,0.003,218.7718509
1.332911585,-40,0.003,218.755435
1.333132813,-40,0.003,218.7453847
1.33322764,-40,0.003,218.7371602
1.333417322,-40,0.003,218.7276084
1.333607039,-40,0.003,218.717515
1.333701911,-40,0.003,218.716181
1.333923314,-40,0.003,218.713502
1.334018217,-40,0.003,218.729682
1.334271333,-40,0.003,218.7283279
1.334492863,-40,0.003,218.7181657
1.334619473,-40,0.003,218.7168
1.334809418,-40,0.003,218.7002165
1.335031067,-40,0.003,218.6900112
1.335126075,-40,0.003,218.6817029
1.335347794,-40,0.003,218.6977698
1.335537877,-40,0.003,218.688042
1.33566462,-40,0.003,218.6866346
1.335918154,-40,0.003,218.6763582
1.336044945,-40,0.003,218.6928772
1.336298575,-40,0.003,218.6845194
1.336520554,-40,0.003,218.667266
1.336615703,-40,0.003,218.6588935
1.336806028,-40,0.003,218.6421339
1.336996389,-40,0.003,218.6317658
1.337123317,-40,0.003,218.6303039
1.337313739,-40,0.003,218.6268466
1.337535943,-40,0.003,218.6238973
1.337631189,-40,0.003,218.5961496
1.337885222,-40,0.003,218.5931806
1.338012263,-40,0.003,218.5827354
1.338234622,-40,0.003,218.5812374
1.338425256,-40,0.003,218.5643482
1.338552365,-40,0.003,218.5553742
1.338743059,-40,0.003,218.5453986
1.33893379,-40,0.003,218.5418283
1.339060964,-40,0.003,218.5333538
1.339283557,-40,0.003,218.5302821
1.33953801,-40,0.003,218.5459691
1.339633446,-40,0.003,218.5374701
1.339887988,-40,0.003,218.527407
1.340015284,-40,0.003,218.5098546
1.340206257,-40,0.003,218.5082833
1.340429105,-40,0.003,218.5099796
1.340492785,-40,0.003,218.5014402
1.340715698,-40,0.003,218.4982572
1.340906805,-40,0.003,218.4875822
1.34103423,-40,0.003,218.4929343
1.341257263,-40,0.003,218.4827562
1.341480345,-40,0.003,218.4790001
1.341607843,-40,0.003,218.4704166
1.341831004,-40,0.003,218.4601964
1.34192666,-40,0.003,218.4494388
1.342149892,-40,0.003,218.4408321
1.342341274,-40,0.003,218.4113293
1.342468882,-40,0.003,218.4091554
1.342660324,-40,0.003,218.398871
1.342915638,-40,0.003,218.3955362
1.343011397,-40,0.003,218.3863762
1.343266801,-40,0.003,218.3830182
1.343490332,-40,0.003,218.3464874
1.343618087,-40,0.003,218.3447962
1.34380975,-40,0.003,218.3269412
1.343905595,-40,0.003,218.3352464
1.344129269,-40,0.003,218.3265596
1.34432103,-40,0.003,218.3231209
1.344448891,-40,0.003,218.321396
1.344640713,-40,0.003,218.3104397
1.344864551,-40,0.003,218.306963
1.344992482,-40,0.003,218.2982408
1.345216399,-40,0.003,218.2942222
1.345440367,-40,0.003,218.2837267
1.345568371,-40,0.003,218.2749818
1.345760408,-40,0.003,218.2639418
1.34585644,-40,0.003,218.2534029
1.346080552,-40,0.003,218.2441167
1.346304713,-40,0.003,218.2405372
1.346400797,-40,0.003,218.238742
1.346657068,-40,0.003,218.2089953
1.346913404,-40,0.003,218.1978757
1.347009547,-40,0.003,218.1960627
1.347233917,-40,0.003,218.1784457
1.347458337,-40,0.003,218.1602917
1.347554533,-40,0.003,218.1584579
1.347746952,-40,0.003,218.1472691
1.347843175,-40,0.003,218.1365803
1.348067732,-40,0.003,218.1347269
1.348292339,-40,0.003,218.1304922
1.348420709,-40,0.003,218.1286279
1.348645395,-40,0.003,218.1178902
1.348870132,-40,0.003,218.1066187
1.348998576,-40,0.003,218.097735
1.349191273,-40,0.003,218.0869539
1.349416133,-40,0.003,218.0756392
1.349512517,-40,0.003,218.0667323
1.349705313,-40,0.003,218.0629118
1.349801725,-40,0.003,218.0515552
1.350058869,-40,0.003,218.0496315
1.350283924,-40,0.003,218.045773
1.350412549,-40,0.003,218.0624088
1.35066985,-40,0.003,218.0445057
1.350895043,-40,0.003,218.033078
1.350991569,-40,0.003,218.02411
1.351184651,-40,0.003,218.0061591
1.351377769,-40,0.003,217.9946871
1.351506536,-40,0.003,217.9927095
1.351699716,-40,0.003,217.9887434
1.351796321,-40,0.003,217.9842475
1.352053978,-40,0.003,217.9752342
1.352311702,-40,0.003,217.9712301
1.352408365,-40,0.003,217.9687077
1.35263395,-40,0.003,217.9506407
1.352859585,-40,0.003,217.9320395
1.352956302,-40,0.003,217.9300112
1.35318201,-40,0.003,217.8998875
1.353375514,-40,0.003,217.8887834
1.353504538,-40,0.003,217.8862231
1.35373037,-40,0.003,217.875094
1.35385944,-40,0.003,217.8709749
1.354117629,-40,0.003,217.8613681
1.3543436,-40,0.003,217.8692083
1.35444046,-40,0.003,217.860099
1.354666503,-40,0.003,217.8413519
1.354860296,-40,0.003,217.8301316
1.354957206,-40,0.003,217.8275182
1.355151054,-40,0.003,217.8162729
1.355377258,-40,0.003,217.830523
1.355474219,-40,0.003,217.8284023
1.355700496,-40,0.003,217.8241499
